Graph Number,Distortion
210,1.116901269453084
62,0.5355406359488503
116,0.5332313468893286
142,0.5516018332594229
77,0.5381406826640256
112,0.5122220410841145
161,0.7409549722118313
194,0.677582822745395
128,1.2191997694908998
105,0.6638945047009616
184,0.8203240633415783
23,0.6479995845008856
82,0.6985782009665781
52,0.8993328311325306
19,0.5348866360849759
187,0.6346625299466779
42,0.7394621517916671
129,0.7905761256832408
114,0.4869140794854135
143,0.6563830243823962
170,0.6795821811219283
176,0.5770125530941885
54,0.6495184413787859
144,0.6495931006355313
102,0.6043865087210343
109,0.7186469887325865
0,0.5613514619547508
58,0.7274839809877824
38,0.7259979994377586
118,0.701920176567009
20,0.5467836238560567
199,0.9006246475664146
173,0.6794091315648484
40,0.7679869069923208
106,0.6917655121017136
37,0.5365966085941674
182,0.7378090415121294
9,0.4780887248354868
92,0.6053108398948024
18,0.5343764063614574
135,0.5912992018464809
59,0.5424792607098434
104,0.6160426897854565
24,0.5154178041915622
108,0.6346293152905319
88,0.6792783497222217
67,0.6085104834393614
196,1.4034252841249646
65,0.5698026636998526
80,0.8039015952972373
148,0.8207837894178397
198,0.7940277339888845
97,0.7478806491953752
207,1.414213562373095
190,0.7853975103893497
103,0.7865270606215949
209,0.7031524659230615
113,0.5014584823055311
179,0.7936589876722913
46,0.48143669491689023
145,0.7514642840080176
180,0.6306816289576318
164,0.7116855618041056
78,0.5702111873591229
117,0.5445765795780664
94,0.7350231502301156
25,0.6706290944466605
13,0.7973373794765252
195,1.178511301977579
1,0.5702001437688224
53,1.1785113019775795
192,0.6302788339894121
76,0.6498792854598465
111,0.5743815629356106
6,0.6226286860058522
157,0.7719664374010733
55,0.6012165162210795
133,0.6832868626957437
125,1.0432870363069533
11,0.573481987997203
197,0.699262160234664
8,0.8723295255139191
29,0.5727786678825162
70,0.7228904249439483
79,0.5417555801596949
201,0.903383065945624
132,0.9382226893574991
211,1.1746433339299862
66,0.6237319896184491
139,0.5811080929232816
203,0.6969610715543224
152,0.7766818945947492
73,0.6523249711929705
134,0.6116166184520377
107,0.6294018190959192
31,0.5227011703059562
165,0.9238222958344068
141,0.5560593958036248
150,0.7090900029978753
81,0.5653874144663992
50,0.6541140607726554
178,0.7272888737773227
163,0.7109911488589847
159,0.7702623697191489
63,0.6471431110005891
136,0.6663329076772349
36,0.5338957611039904
130,0.5724449557205442
191,0.7855225206185805
155,0.6867040685234272
183,1.131370849898476
120,0.7765814000416762
68,0.6286895887713697
169,0.522320842231469
193,0.7739503778912242
56,0.5762481612103965
101,0.6298949661212632
154,0.7240242300645184
115,0.5590040965078547
156,0.6818034918833034
4,0.8150824090231087
137,0.5530768729288839
208,1.2096755512007256
22,0.5615021806300277
140,0.5596202015667291
44,0.5612177769577544
162,0.9428090415820637
91,0.5738780899202623
45,0.7485212337554807
185,0.6232348998477552
200,0.6866786025709474
21,0.6558691483870629
49,0.9082017824215178
60,0.6604830486609903
96,0.6075308106373386
74,0.5334569594562487
110,0.5614601130674098
7,0.6543227600710696
26,0.7444267759610094
83,0.6588271144570457
41,0.7185224461613687
90,0.581934769658448
12,0.49679223474151996
153,0.5482422580871114
95,0.611456667789662
146,0.7577403215529178
168,1.3391136144060405
15,0.7179788536446007
171,0.7220908286542984
27,0.5065215354288182
174,0.7500249934773943
160,0.9727099552513414
61,0.7028136323001388
30,0.633918240877084
119,0.7464460040055739
124,0.6229122851063693
181,0.6964061189465344
151,0.8623514386220686
51,0.635512496003408
35,0.5508542808594233
57,0.6122669511692003
177,0.5794158063566851
205,0.8099792544282252
33,0.580099096191017
47,0.47794886891206195
202,0.9546630086728018
48,0.7477304530334634
28,0.5409400724298776
98,0.6205139706184263
204,1.4034252841249646
75,0.48426298378094607
43,0.5990359472223487
121,0.7494555325072793
84,0.576827141014761
89,0.5731700234577821
206,1.0370899457402691
2,0.6579495200301687
100,0.7540827750876341
5,0.5725658765183347
17,0.48519638095680895
87,0.7083879344256264
166,0.680860927056021
122,0.5751045803883336
72,0.6481800047607295
127,0.742698462908265
10,0.5183677704966699
85,0.6924303123870499
14,0.5733856543110678
126,0.7378675391228221
34,0.48888066738831765
64,0.787939815596109
138,0.6049740638357661
16,0.6933803153469266
147,0.7057416279407014
123,0.6551593310714573
71,0.7299409713740479
188,1.0183345260025736
39,0.6818387342643911
158,0.8793963562307507
69,0.6275366624213236
131,0.5954013895371882
32,0.6613622183663206
189,0.7482827997442784
86,0.6954686007464831
172,0.6109063812101835
93,0.5109890916348637
186,0.7818303622602978
149,0.8771635689290943
167,0.641419679541879
3,0.6328586520018854
99,0.6489668012437492
175,0.7951102475757944
